Latitude,Longitude,Depth
14.10114640660982,80.96018457003646,-3036
14.10147558327856,80.9496397102778,-3032
14.101102472119,80.94045068009765,-3026
14.09818311815923,80.9312119797585,-3020
14.09144447344706,80.9239289790004,-3014
14.08395836728259,80.92167273232803,-3012
14.07391449094204,80.91864585450293,-3008
14.06320823403888,80.91875520274723,-3004
14.0514983181925,80.9199810374498,-3001
14.04263029137773,80.92182339270835,-3001
14.03319994132049,80.92563410264889,-3003
14.02728703764572,80.93169570324291,-3004
14.02161170921033,80.93854016368145,-3004
14.01602415375933,80.9458840218941,-3005
14.01135077092236,80.95326517855231,-3007
14.00733801041258,80.9615592223382,-3011
14.00487990790054,80.97246782909112,-3016
14.00406892579451,80.98007289999782,-3020
14.00209254693367,80.9885118454034,-3026
14.00211706549694,81.00042153159164,-3037
14.00288174995084,81.01137139702514,-3049
14.00398036714028,81.01956904036312,-3058
14.01004662746402,81.02739385783026,-3072
14.01603070402559,81.03472109646799,-3083
14.02349202884625,81.04417994990216,-3097
14.03108096606769,81.05082095786568,-3106
14.03858973105272,81.05696369289002,-3111
14.04771821598994,81.06074376468136,-3112
14.05595414584672,81.06281440053267,-3112
14.06521891530619,81.06376885700766,-3112
14.07487563747148,81.06340898158406,-3113
14.08414487905682,81.05957528565428,-3115
14.089500219816,81.05476714604188,-3114
14.09388050947361,81.04606548772462,-3109
14.09657016207767,81.03756004545528,-3101
14.10055864772352,81.02538568726617,-3087
14.10269711511352,81.0171887300961,-3077
14.10422407583914,81.0061899794524,-3065
14.10469254753186,80.99724822873921,-3057
14.10595565934424,80.98878723437257,-3049
14.10413968977448,80.97724646748041,-3043
14.0997750888046,80.96974339812047,-3039
14.09582749708234,80.95743495381898,-3035
14.09682634077908,80.95134669861744,-3033
14.096313901004,80.94097596664908,-3027
14.09259252824899,80.93399351625986,-3022
14.08795153728231,80.92980381474325,-3019
14.08107524299347,80.92520670413779,-3014
14.07571142871257,80.92488417575252,-3012
14.06807838587978,80.92299359983089,-3008
14.06072770197356,80.92334762647972,-3005
14.05307500652907,80.92615197186312,-3003
14.04664721645966,80.92575767859482,-3002
14.04157536507497,80.92754688882606,-3002
14.03593966941532,80.93132605574397,-3003
14.03186259771939,80.93569644264478,-3003
14.02691951907185,80.9409487882823,-3004
14.02161188707195,80.94748649680339,-3005
14.01841814715703,80.9528866387609,-3006
