Latitude,Longitude,Depth
13.52899693466007,80.5981099567706,-532
13.5290045083969,80.59805606912398,-532
13.5289961305328,80.59799499629143,-531
13.52897938496561,80.59794991623001,-530
13.52895862433722,80.59789758395985,-529
13.52893107395366,80.59783982369673,-528
13.5289135665755,80.5978077035602,-528
13.52889016163279,80.5977777881284,-527
13.52886211046239,80.59774853296882,-526
13.52882552863169,80.59770606043321,-526
13.52877796772484,80.59767190319766,-525
13.52873908992937,80.59763530627212,-524
13.52868624081374,80.59760072373946,-523
13.52864025750092,80.59758635333768,-522
13.52857986767141,80.59756835674565,-522
13.5285398036501,80.59755547488673,-521
13.52847942467223,80.5975411715416,-521
13.52840826252128,80.59753061730999,-520
13.52834077803882,80.59753855164239,-520
13.52828224856875,80.59756167304222,-519
13.52822735331996,80.59759219210606,-519
13.52819132579329,80.5976302544435,-520
13.5281530131602,80.59767789675632,-520
13.52811684404089,80.59773161610727,-520
13.52807294917096,80.5978065210576,-521
13.52805107755808,80.59788327279318,-521
13.5280476822743,80.59792770337593,-522
13.52803688744749,80.59801658688211,-523
13.52803622308327,80.59808299776955,-524
13.52803848582882,80.59813720985352,-525
13.52803992152995,80.5981986069307,-525
13.52805303257003,80.59826387642354,-526
13.52807098568734,80.59832762392021,-527
13.52808243173544,80.59840728579712,-528
13.5281321900072,80.59848833588458,-530
13.5281934716322,80.59854100425325,-531
13.52824192448156,80.59859170277258,-532
13.52828994223942,80.59862850133781,-533
13.52838158244658,80.59864596136218,-534
13.52843672768391,80.59865012531802,-534
13.52852024011209,80.59863461477063,-535
13.52858021668429,80.59862691567336,-535
13.52865733106992,80.59860869665917,-535
13.52870816787695,80.59857141798564,-535
13.5287462192851,80.5985457560498,-535
13.52879198547563,80.59851083872262,-535
13.52882529301078,80.59845954788804,-535
13.52885136445985,80.59842322016395,-535
13.5288887415575,80.59836638949314,-534
13.52890515061563,80.59832847243182,-534
13.52893034083489,80.59827690166964,-534
13.52894562927279,80.59822464810277,-533
13.52896065665533,80.59816204226603,-533
13.52897330111967,80.59809389653894,-532
13.52897609800178,80.59804643284832,-531
13.52897379161201,80.59800325550329,-531
13.52896181193226,80.59796091744047,-530
13.52894306413402,80.59792801386519,-530
13.52892254286149,80.59787836759853,-529
13.52890269618024,80.59783174308656,-528
13.52887091282385,80.597800540543,-527
13.52883882482849,80.5977650628035,-526
13.52880434295665,80.59773393859565,-526
13.52877169997298,80.5977040119159,-525
13.52874003633519,80.59766732551226,-524
13.52870132168263,80.59764017432255,-524
13.5286618996891,80.59762198762282,-523
13.52860783180022,80.59759951442375,-522
13.52855516754431,80.59758019728099,-522
13.52848238404965,80.597578462011,-521
13.52842777202582,80.59756640822151,-521
13.5283706791002,80.59755653678143,-520
13.52832920034314,80.59757015664195,-520
13.52828809150966,80.59758807407566,-520
13.5282499205068,80.59761368015562,-520
13.52821500291496,80.59764287875672,-520
13.52819359954442,80.5976810195465,-520
13.52817045511531,80.59772923275129,-521
13.52814262118993,80.59774609824922,-521
13.52811772492832,80.59779032721482,-521
13.5281000428497,80.59783003483196,-521
13.52807932486082,80.59787950148382,-522
13.52806280683606,80.59794262190722,-522
13.52806782241319,80.59800894332403,-523
13.52806415488698,80.59807401119943,-524
13.52807057417625,80.59813121148659,-525
13.52807061721438,80.5981811371763,-525
13.52807718873551,80.59824616039211,-526
13.52809143131762,80.59831889470216,-527
13.52811146259352,80.59839321829206,-528
13.52815851160045,80.59846349084862,-530
13.52820614840761,80.5985121524645,-531
13.5282451892936,80.59854868230327,-532
13.52829399059739,80.59857652758832,-532
13.52834146441977,80.59860325370826,-533
13.52839181098434,80.59861778102291,-533
13.52842727240396,80.59861799409494,-534
13.52846123228997,80.5986134730979,-534
13.5285245602605,80.59860335664952,-534
13.52857500504965,80.59859224398659,-535
13.52861422056574,80.59858144454938,-535
13.52866494835869,80.59856179267565,-535
13.52870560034864,80.59853560476749,-535
13.52874083353828,80.59851143127906,-535
13.52876673080993,80.59848307200764,-535
13.5287921057098,80.59846175225628,-535
13.52878303135097,80.5984196828346,-534
13.52882030996786,80.5984144791511,-534
13.52885101680594,80.59837270115183,-534
13.52887276843558,80.59833832071034,-534
13.52889052677282,80.59829748264887,-534
13.52891355168302,80.59824283416515,-533
13.52893022195331,80.59819634430436,-533
13.52893914491185,80.59814761603157,-532
13.52894096246391,80.59810471852441,-532
13.52894834045495,80.59803849770938,-531
13.52894500037234,80.5979941564298,-531
13.52892576284976,80.59797019496308,-530
13.52890666701118,80.59791998912807,-529
13.52889536194981,80.5978769795896,-528
13.52886801806505,80.59784722080084,-528
13.52883385172338,80.59781981220031,-527
13.52880192703294,80.59777388148686,-526
13.52876054664448,80.59773241616352,-525
13.52872430214368,80.59768747030273,-525
13.52867968998618,80.59765577526572,-524
13.52862961540668,80.59763955820375,-523
13.52858294660029,80.59762360977459,-523
13.52853166417167,80.59761367121115,-522
13.52846337461589,80.59760467261223,-521
13.52841647719872,80.59760278085828,-521
13.52838832789724,80.59759766607098,-521
13.52833778521579,80.5976095735378,-521
13.5282894948629,80.59762845338543,-520
13.5282555348418,80.5976527724594,-520
13.52822710222501,80.5976998329006,-521
13.52819204294834,80.59775630540724,-521
13.52816295759603,80.59778549283958,-521
13.52813116263882,80.59784004039352,-522
13.52809852964406,80.59791551620364,-522
13.52808783298953,80.59797816663806,-523
13.52809177144398,80.59803228921629,-524
13.52809615600293,80.59808725117018,-525
13.52809909348681,80.598129801635,-525
13.52809586104152,80.59820806440919,-526
13.52811644715938,80.59829462040892,-527
13.52812555406973,80.59834746721418,-528
13.52814977475099,80.59840319043356,-529
13.52817628072393,80.59843335208443,-530
13.52820760694055,80.59846978109232,-530
13.52824505919515,80.59850636686383,-531
13.52828562352634,80.59853454779096,-532
13.52832864707509,80.59855408883911,-532
13.52837594685316,80.59857638308056,-533
13.52842282250962,80.5985775139952,-533
13.52847968693332,80.59858381555428,-534
13.52854107812588,80.59856890906352,-534
13.5285746027836,80.5985630002919,-534
13.5286313369085,80.59854510557271,-534
13.52867025876551,80.59852253253811,-534
13.52870308728775,80.59849373688381,-534
13.52875018106468,80.598449440988,-534
13.52877040946908,80.59840439493296,-534
13.52880071352349,80.59837982965668,-534
13.52882872179902,80.59834286402626,-534
13.52884731790819,80.5983089535993,-533
13.52886962464869,80.59825640914505,-533
13.52889224686318,80.59821052370404,-533
13.52890578340556,80.59816122471373,-532
13.52891802504501,80.59811667095633,-532
13.52891859134963,80.59806511111793,-531
13.52890761286732,80.59800880591658,-530
13.52889521969245,80.59796815779738,-530
13.52888902878447,80.59792058212122,-529
13.52886455751257,80.5978903533061,-528
13.52881877034411,80.59784467986084,-527
13.52876710737618,80.59780031580163,-526
13.52874594398694,80.59776390926686,-526
13.52871054822512,80.59771776590767,-525
13.52865950532235,80.5976903907785,-524
